iter	Logloss
461	0.20494599
462	0.2047593082
463	0.2045511296
464	0.2044335276
465	0.2043182436
466	0.2041010174
467	0.2038747304
468	0.2037298293
469	0.2035858958
470	0.2034086358
471	0.2032556991
472	0.2030637903
473	0.2028532634
474	0.2026181492
475	0.2025606549
476	0.2023715779
477	0.202216074
478	0.2021070217
479	0.2018956987
480	0.2018650562
481	0.2015531641
482	0.2013023408
483	0.2011253274
484	0.2009938518
485	0.2008801517
486	0.2006642114
487	0.2006103834
488	0.2003415097
489	0.2001163127
490	0.199903159
491	0.1996456518
492	0.1994003085
493	0.1992374285
494	0.198922837
495	0.1987083621
496	0.198593504
497	0.1984298266
498	0.1983300683
499	0.1981685173
